,Unnamed: 0,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.val_MAE,metrics.loss,metrics.val_MSE,metrics.test_MSE,metrics.val_RMSE,metrics.mse,metrics.test_MAE,metrics.test_RMSE,metrics.best_val_RMSE,params.shuffle,params.opt_beta_1,params.opt_learning_rate,params.opt_epsilon,params.kernel_weight,params.opt_decay,params.sample_weight,params.kernel_regularizer,params.validation_batch_size,params.steps_per_epoch,params.class_weight,params.use_multiprocessing,params.opt_name,params.opt_amsgrad,params.learning_rate,params.num_units,params.epochs,params.validation_steps,params.workers,params.max_queue_size,params.batch_size,params.validation_split,params.activation,params.num_layers,params.validation_freq,params.initial_epoch,params.opt_beta_2,tags.mlflow.log-model.history,tags.mlflow.source.type,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.git.commit,tags.mlflow.parentRunId,tags.best_run,tags.mlflow.runName
260,260,07d3f502183946b98373a0b8318f160f,1,FINISHED,./mlruns/1/07d3f502183946b98373a0b8318f160f/artifacts,2022-04-05 11:10:07.752000+00:00,2022-04-05 11:10:34.411000+00:00,0.21131045,0.6721805930137634,0.116350256,0.11021082,0.45968515,0.1254805475473404,0.1851534,0.43029454,,True,0.9,0.01,1e-07,0.0002511886431509,0.0,None,l1,None,None,None,False,Adam,False,0.01,64.0,1.0,None,1.0,10.0,None,0.0,relu,8.0,1.0,0.0,0.999,"[{""run_id"": ""07d3f502183946b98373a0b8318f160f"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:10:25.529393"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""2273478a2daa4f54bc550641236cfa56""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
261,261,6bbbabdd449642ac8397b2a69874b0ee,1,FINISHED,./mlruns/1/6bbbabdd449642ac8397b2a69874b0ee/artifacts,2022-04-05 11:09:48.530000+00:00,2022-04-05 11:10:26.968000+00:00,0.37901068,10.72397804260254,0.17339224,0.17671984,0.61563843,0.184208258986473,0.26907554,0.5187249,,True,0.9,0.1,1e-07,0.0039810717055349,0.0,None,l1,None,None,None,False,Adam,False,0.1,81.0,1.0,None,1.0,10.0,None,0.0,sigmoid,19.0,1.0,0.0,0.999,"[{""run_id"": ""6bbbabdd449642ac8397b2a69874b0ee"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:10:15.574052"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""c16a1f7d00c747359a24cdcf3caf5c1a""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
262,262,36d0ab1f0da34ce58e4f823239478f68,1,FINISHED,./mlruns/1/36d0ab1f0da34ce58e4f823239478f68/artifacts,2022-04-05 11:09:46.654000+00:00,2022-04-05 11:10:03.019000+00:00,0.34332705,0.7723210453987122,0.16420871,0.16612019,0.58594114,0.1727215200662613,0.34611374,0.5883143,,True,0.9,0.01,1e-07,0.001,0.0,None,l1,None,None,None,False,Adam,False,0.01,90.0,1.0,None,1.0,10.0,None,0.0,softmax,2.0,1.0,0.0,0.999,"[{""run_id"": ""36d0ab1f0da34ce58e4f823239478f68"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:09:57.038592"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""7360a8c51eab49d5ac4ddd9b7fabb495""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
263,263,7ff50b6aec7147199b7445f82be969a2,1,FINISHED,./mlruns/1/7ff50b6aec7147199b7445f82be969a2/artifacts,2022-04-05 11:09:23.546000+00:00,2022-04-05 11:09:44.600000+00:00,0.30581096,0.5217743515968323,0.14760569,0.1462998,0.55300176,0.1715296357870102,0.29920685,0.546998,,True,0.9,0.0001,1e-07,1.584893192461111e-07,0.0,None,l1,None,None,None,False,Adam,False,0.0001,63.0,1.0,None,1.0,10.0,None,0.0,tanh,4.0,1.0,0.0,0.999,"[{""run_id"": ""7ff50b6aec7147199b7445f82be969a2"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:09:38.950238"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""1f6ed4374cfb4dea8ae1c665fef7f3cf""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
264,264,1f26bcea5a2d4fef98bfe208c1b9d351,1,FINISHED,./mlruns/1/1f26bcea5a2d4fef98bfe208c1b9d351/artifacts,2022-04-05 11:09:15.202000+00:00,2022-04-05 11:09:42.321000+00:00,0.44520742,0.9263538718223572,0.20387347,0.19715078,0.66723865,0.2194650769233703,0.43444857,0.6591271,,True,0.9,0.001,1e-07,6.309573444801929e-05,0.0,None,l1,None,None,None,False,Adam,False,0.001,117.0,1.0,None,1.0,10.0,None,0.0,softmax,9.0,1.0,0.0,0.999,"[{""run_id"": ""1f26bcea5a2d4fef98bfe208c1b9d351"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:09:34.638730"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""6257f054e40e48f89e32806584456a3b""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
265,265,46da575aa0d0447dbab714c89a857045,1,FINISHED,./mlruns/1/46da575aa0d0447dbab714c89a857045/artifacts,2022-04-05 11:08:59.225000+00:00,2022-04-05 11:09:19.115000+00:00,0.32635522,3.5605382919311523,0.15977782,0.15838625,0.57127506,0.1773413866758346,0.32416588,0.56935567,,True,0.9,0.0001,1e-07,0.0007943282347242,0.0,None,l1,None,None,None,False,Adam,False,0.0001,102.0,1.0,None,1.0,10.0,None,0.0,relu,3.0,1.0,0.0,0.999,"[{""run_id"": ""46da575aa0d0447dbab714c89a857045"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:09:11.836719"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""630267bf1f334a3280ecf6309a143ce2""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
266,266,38d3dc1424bc4f3e8c1926fafc680836,1,FINISHED,./mlruns/1/38d3dc1424bc4f3e8c1926fafc680836/artifacts,2022-04-05 11:08:56.159000+00:00,2022-04-05 11:09:10.562000+00:00,0.3066104,1.1731276512145996,0.23477684,0.1666118,0.5537241,0.222307413816452,0.35084054,0.59231794,,True,0.9,0.1,1e-07,1.584893192461111e-08,0.0,None,l2,None,None,None,False,Adam,False,0.1,119.0,1.0,None,1.0,10.0,None,0.0,tanh,2.0,1.0,0.0,0.999,"[{""run_id"": ""38d3dc1424bc4f3e8c1926fafc680836"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:09:04.306856"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""edf5b445432e4c62932ca481be20e9be""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
267,267,a51f0eda1f5e4a69a75f91e1a604061a,1,FINISHED,./mlruns/1/a51f0eda1f5e4a69a75f91e1a604061a/artifacts,2022-04-05 11:08:31.163000+00:00,2022-04-05 11:08:51.934000+00:00,0.34232938,4.392040729522705,0.1640994,0.16546267,0.5850892,0.1824857294559478,0.3340301,0.57795334,,True,0.9,0.01,1e-07,0.1,0.0,None,l1,None,None,None,False,Adam,False,0.01,13.0,1.0,None,1.0,10.0,None,0.0,softmax,3.0,1.0,0.0,0.999,"[{""run_id"": ""a51f0eda1f5e4a69a75f91e1a604061a"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:08:46.975221"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""8fae4a3dab1444349d80a0378d0eb765""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
268,268,9f18dfef7aeb47a3baae264333eab3c2,1,FINISHED,./mlruns/1/9f18dfef7aeb47a3baae264333eab3c2/artifacts,2022-04-05 11:08:19.928000+00:00,2022-04-05 11:08:54.666000+00:00,0.24520041,7.93366527557373,0.18547867,0.1677005,0.49517715,0.2243874669075012,0.30316937,0.55060816,,True,0.9,0.1,1e-07,6.309573444801929e-05,0.0,None,l1,None,None,None,False,Adam,False,0.1,115.0,1.0,None,1.0,10.0,None,0.0,tanh,18.0,1.0,0.0,0.999,"[{""run_id"": ""9f18dfef7aeb47a3baae264333eab3c2"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:08:45.672700"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""261f4ba4d4a84991ac0a90d185e287c1""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
269,269,5b5d257d0171406f867fe43a9c1d10c2,1,FINISHED,./mlruns/1/5b5d257d0171406f867fe43a9c1d10c2/artifacts,2022-04-05 11:07:47.857000+00:00,2022-04-05 11:08:26.548000+00:00,0.33065274,0.5467666387557983,0.16549122,0.16819242,0.5750241,0.1680535227060318,0.36141813,0.6011806,,True,0.9,0.1,1e-07,0.0001995262314968,0.0,None,l1,None,None,None,False,Adam,False,0.1,8.0,1.0,None,1.0,10.0,None,0.0,sigmoid,18.0,1.0,0.0,0.999,"[{""run_id"": ""5b5d257d0171406f867fe43a9c1d10c2"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:08:16.892112"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""0f353aa307b54479bd916409b47cf72d""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
270,270,a0c34d9d96594b2fabee30eef01c9bf1,1,FINISHED,./mlruns/1/a0c34d9d96594b2fabee30eef01c9bf1/artifacts,2022-04-05 11:07:38.808000+00:00,2022-04-05 11:08:15.552000+00:00,0.33855304,0.5122888088226318,0.16476008,0.16597342,0.5818531,0.1647820919752121,0.34438804,0.5868458,,True,0.9,0.1,1e-07,1.584893192461111e-08,0.0,None,l2,None,None,None,False,Adam,False,0.1,4.0,1.0,None,1.0,10.0,None,0.0,relu,19.0,1.0,0.0,0.999,"[{""run_id"": ""a0c34d9d96594b2fabee30eef01c9bf1"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:08:04.713691"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""61ef920276f14e47abf6bc85ea33e25c""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
271,271,66cda7df0f654dc682e0cf600a1d756e,1,FINISHED,./mlruns/1/66cda7df0f654dc682e0cf600a1d756e/artifacts,2022-04-05 11:07:25.627000+00:00,2022-04-05 11:07:42.959000+00:00,0.23132803,0.4072245657444,0.11053631,0.1056392,0.48096573,0.1245424598455429,0.17495862,0.41828054,,True,0.9,0.01,1e-07,6.30957344480193e-07,0.0,None,l1,None,None,None,False,Adam,False,0.01,127.0,1.0,None,1.0,10.0,None,0.0,relu,6.0,1.0,0.0,0.999,"[{""run_id"": ""66cda7df0f654dc682e0cf600a1d756e"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:07:36.434745"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""fc8e7fc20eb7438dbe65052b09d530f3""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
272,272,4aa642ba714e40b9b054129820f1ab28,1,FINISHED,./mlruns/1/4aa642ba714e40b9b054129820f1ab28/artifacts,2022-04-05 11:07:08.340000+00:00,2022-04-05 11:07:33.891000+00:00,0.39118785,0.5097352266311646,0.18242928,0.16543706,0.62545013,0.1639313250780105,0.33208573,0.5762688,,True,0.9,0.0001,1e-07,1e-10,0.0,None,l1,None,None,None,False,Adam,False,0.0001,52.0,1.0,None,1.0,10.0,None,0.0,sigmoid,11.0,1.0,0.0,0.999,"[{""run_id"": ""4aa642ba714e40b9b054129820f1ab28"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:07:24.568435"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""d777e8f6ec1f47aabd2b25b50407bf6f""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
273,273,3b8b29ba4f8d432f87e0fde844333154,1,FINISHED,./mlruns/1/3b8b29ba4f8d432f87e0fde844333154/artifacts,2022-04-05 11:06:50.415000+00:00,2022-04-05 11:07:21.258000+00:00,0.34827864,0.5183120369911194,0.16616766,0.1703922,0.59015137,0.1661031693220138,0.28990567,0.5384289,,True,0.9,0.1,1e-07,2.511886431509577e-05,0.0,None,l2,None,None,None,False,Adam,False,0.1,126.0,1.0,None,1.0,10.0,None,0.0,softmax,14.0,1.0,0.0,0.999,"[{""run_id"": ""3b8b29ba4f8d432f87e0fde844333154"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:07:10.964497"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""6555c84a60b74b02b9208b212696d1c9""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
274,274,38da41fe0c674072965cb719bc6181e6,1,FINISHED,./mlruns/1/38da41fe0c674072965cb719bc6181e6/artifacts,2022-04-05 11:06:41.114000+00:00,2022-04-05 11:07:03.747000+00:00,0.31966835,0.5186671614646912,0.16488227,0.16782346,0.5653922,0.166906863451004,0.35930702,0.5994222,,True,0.9,0.1,1e-07,2.511886431509577e-08,0.0,None,l2,None,None,None,False,Adam,False,0.1,100.0,1.0,None,1.0,10.0,None,0.0,softmax,7.0,1.0,0.0,0.999,"[{""run_id"": ""38da41fe0c674072965cb719bc6181e6"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:06:55.442164"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""a4bc969e0dcd4326b70dca3c08f81260""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
275,275,88aa90d63d334766ad43db1072ddc5bc,1,FINISHED,./mlruns/1/88aa90d63d334766ad43db1072ddc5bc/artifacts,2022-04-05 11:06:07.137000+00:00,2022-04-05 11:06:46.366000+00:00,0.32042575,0.6079107522964478,0.17196856,0.3212187,0.5660616,0.1823607683181762,0.560427,0.74861676,,True,0.9,0.1,1e-07,3.9810717055349694e-10,0.0,None,l1,None,None,None,False,Adam,False,0.1,62.0,1.0,None,1.0,10.0,None,0.0,sigmoid,16.0,1.0,0.0,0.999,"[{""run_id"": ""88aa90d63d334766ad43db1072ddc5bc"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:06:35.810024"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""ec2042f1b9194b72a90a4b6d2d8055f3""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
276,276,f0517504f0494ae59dbdea07df5a37ed,1,FINISHED,./mlruns/1/f0517504f0494ae59dbdea07df5a37ed/artifacts,2022-04-05 11:06:04.036000+00:00,2022-04-05 11:06:36.624000+00:00,0.31440216,0.9012657403945924,0.15337293,0.16566384,0.56071573,0.1668423414230346,0.33970577,0.5828428,,True,0.9,0.01,1e-07,0.0015848931924611,0.0,None,l1,None,None,None,False,Adam,False,0.01,12.0,1.0,None,1.0,10.0,None,0.0,tanh,15.0,1.0,0.0,0.999,"[{""run_id"": ""f0517504f0494ae59dbdea07df5a37ed"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:06:25.124636"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""6b95aa41c24c44f48cce244403993101""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
277,277,e00c98b9d03f4fe7a04825f397178ec3,1,FINISHED,./mlruns/1/e00c98b9d03f4fe7a04825f397178ec3/artifacts,2022-04-05 11:05:31.756000+00:00,2022-04-05 11:06:02.997000+00:00,0.24730715,0.4703365564346313,0.131318,0.12995191,0.49729985,0.1509711444377899,0.2650209,0.5148018,,True,0.9,0.0001,1e-07,3.162277660168379e-08,0.0,None,l2,None,None,None,False,Adam,False,0.0001,86.0,1.0,None,1.0,10.0,None,0.0,tanh,13.0,1.0,0.0,0.999,"[{""run_id"": ""e00c98b9d03f4fe7a04825f397178ec3"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:05:56.248789"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""b3e332749de04556b8f39c0d34a18bf7""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
278,278,60dcf17f86b94d86ba85469d899014ce,1,FINISHED,./mlruns/1/60dcf17f86b94d86ba85469d899014ce/artifacts,2022-04-05 11:05:29.792000+00:00,2022-04-05 11:05:59.501000+00:00,0.34076428,0.4561055600643158,0.16410294,0.14959858,0.5837502,0.1446269005537033,0.2542333,0.50421554,,True,0.9,0.01,1e-07,1.584893192461111e-07,0.0,None,l1,None,None,None,False,Adam,False,0.01,30.0,1.0,None,1.0,10.0,None,0.0,tanh,11.0,1.0,0.0,0.999,"[{""run_id"": ""60dcf17f86b94d86ba85469d899014ce"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:05:49.983251"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""64353f6b2086436089821c72361e5625""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
279,279,b53295cd78394846be323ea9645a7cf9,1,FINISHED,./mlruns/1/b53295cd78394846be323ea9645a7cf9/artifacts,2022-04-05 11:05:11.913000+00:00,2022-04-05 11:05:27.827000+00:00,0.44622183,0.635689914226532,0.2045738,0.19633934,0.6679984,0.2200768738985061,0.4331552,0.6581453,,True,0.9,0.001,1e-07,1.258925411794166e-06,0.0,None,l1,None,None,None,False,Adam,False,0.001,120.0,1.0,None,1.0,10.0,None,0.0,softmax,2.0,1.0,0.0,0.999,"[{""run_id"": ""b53295cd78394846be323ea9645a7cf9"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:05:22.799306"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""96bbb4287b984194b3b702d2125b6a15""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
280,280,dbb15a404ac94cf7b93e02f851d1ac1b,1,FINISHED,./mlruns/1/dbb15a404ac94cf7b93e02f851d1ac1b/artifacts,2022-04-05 11:05:00.705000+00:00,2022-04-05 11:05:25.593000+00:00,0.34217277,0.5137657523155212,0.16446961,0.16626947,0.58495533,0.1652800291776657,0.31404147,0.56039405,,True,0.9,0.1,1e-07,2.511886431509582e-09,0.0,None,l2,None,None,None,False,Adam,False,0.1,70.0,1.0,None,1.0,10.0,None,0.0,softmax,13.0,1.0,0.0,0.999,"[{""run_id"": ""dbb15a404ac94cf7b93e02f851d1ac1b"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:05:17.271716"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""479e03c47d6c416a89b8c269e6bf6384""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
281,281,81d1f350b8344c57b62c73d407130cf8,1,FINISHED,./mlruns/1/81d1f350b8344c57b62c73d407130cf8/artifacts,2022-04-05 11:04:51.567000+00:00,2022-04-05 11:05:07.077000+00:00,0.32477573,0.5213636755943298,0.16341315,0.16543677,0.569891,0.169293463230133,0.3297389,0.57422894,,True,0.9,0.01,1e-07,6.309573444801917e-09,0.0,None,l1,None,None,None,False,Adam,False,0.01,77.0,1.0,None,1.0,10.0,None,0.0,softmax,4.0,1.0,0.0,0.999,"[{""run_id"": ""81d1f350b8344c57b62c73d407130cf8"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:05:00.582359"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""f04f69c62e7648c4998cf92a8b7dc257""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
282,282,244ed6a398cb4d00802406a25ec603cb,1,FINISHED,./mlruns/1/244ed6a398cb4d00802406a25ec603cb/artifacts,2022-04-05 11:04:36.521000+00:00,2022-04-05 11:04:56.528000+00:00,0.30403966,0.6752105951309204,0.15454468,0.16681792,0.5513979,0.1696669608354568,0.30923355,0.55608773,,True,0.9,0.1,1e-07,5.011872336272715e-06,0.0,None,l1,None,None,None,False,Adam,False,0.1,36.0,1.0,None,1.0,10.0,None,0.0,relu,5.0,1.0,0.0,0.999,"[{""run_id"": ""244ed6a398cb4d00802406a25ec603cb"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:04:50.015460"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""fcdfc420dc6a49d2a255afa676bd0d5a""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
