,Unnamed: 0,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.val_MAE,metrics.loss,metrics.val_MSE,metrics.test_MSE,metrics.val_RMSE,metrics.mse,metrics.test_MAE,metrics.test_RMSE,metrics.best_val_RMSE,params.shuffle,params.opt_beta_1,params.opt_learning_rate,params.opt_epsilon,params.kernel_weight,params.opt_decay,params.sample_weight,params.kernel_regularizer,params.validation_batch_size,params.steps_per_epoch,params.class_weight,params.use_multiprocessing,params.opt_name,params.opt_amsgrad,params.learning_rate,params.num_units,params.epochs,params.validation_steps,params.workers,params.max_queue_size,params.batch_size,params.validation_split,params.activation,params.num_layers,params.validation_freq,params.initial_epoch,params.opt_beta_2,tags.mlflow.log-model.history,tags.mlflow.source.type,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.git.commit,tags.mlflow.parentRunId,tags.best_run,tags.mlflow.runName
147,147,b1ac0d46e17a4fb997ae1539c5d4c9f1,1,FINISHED,./mlruns/1/b1ac0d46e17a4fb997ae1539c5d4c9f1/artifacts,2022-04-05 11:41:05.962000+00:00,2022-04-05 11:41:45.616000+00:00,0.4967006,0.679680585861206,0.24677561,0.23968163,0.7047699,0.2432673573493957,0.48934457,0.6995317,,True,0.9,0.0001,1e-07,3.1622776601683795e-10,0.0,None,l1,None,None,None,False,Adam,False,0.0001,44.0,1.0,None,1.0,10.0,None,0.0,softmax,19.0,1.0,0.0,0.999,"[{""run_id"": ""b1ac0d46e17a4fb997ae1539c5d4c9f1"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:41:35.980780"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""efbbb5d5cb7e4096a0ef4ba31b9ab7f5""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
148,148,db9da8bf5b234694a141e908ea72c31a,1,FINISHED,./mlruns/1/db9da8bf5b234694a141e908ea72c31a/artifacts,2022-04-05 11:40:31.744000+00:00,2022-04-05 11:41:01.327000+00:00,0.46942693,25.24672508239746,0.22213115,0.21683311,0.6851474,0.2322760224342346,0.46272647,0.68024004,,True,0.9,0.001,1e-07,0.1,0.0,None,l2,None,None,None,False,Adam,False,0.001,57.0,1.0,None,1.0,10.0,None,0.0,softmax,9.0,1.0,0.0,0.999,"[{""run_id"": ""db9da8bf5b234694a141e908ea72c31a"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:40:53.634715"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""376facf6718141c6936c0f4b3bad3a29""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
149,149,8f8a5829f2a84f8b9f9ef259c3084aa9,1,FINISHED,./mlruns/1/8f8a5829f2a84f8b9f9ef259c3084aa9/artifacts,2022-04-05 11:40:20.469000+00:00,2022-04-05 11:41:04.714000+00:00,0.49941328,0.7298371195793152,0.25044635,0.23899595,0.7066918,0.2429441213607788,0.48861375,0.6990091,,True,0.9,0.0001,1e-07,0.0001584893192461,0.0,None,l2,None,None,None,False,Adam,False,0.0001,16.0,1.0,None,1.0,10.0,None,0.0,softmax,20.0,1.0,0.0,0.999,"[{""run_id"": ""8f8a5829f2a84f8b9f9ef259c3084aa9"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:40:57.589099"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""93d974186dd24597b35792d9fb398c9c""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
150,150,54a7fb9070cb4148b34bce6ae0e6d31a,1,FINISHED,./mlruns/1/54a7fb9070cb4148b34bce6ae0e6d31a/artifacts,2022-04-05 11:39:54.412000+00:00,2022-04-05 11:40:16.272000+00:00,0.35181013,9.722977638244627,0.20683631,0.16903505,0.59313583,0.2119700014591217,0.36578068,0.6047981,,True,0.9,0.1,1e-07,0.0063095734448019,0.0,None,l1,None,None,None,False,Adam,False,0.1,92.0,1.0,None,1.0,10.0,None,0.0,tanh,2.0,1.0,0.0,0.999,"[{""run_id"": ""54a7fb9070cb4148b34bce6ae0e6d31a"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:40:08.270218"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""6aa471294697425db585b702cbbe7769""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
151,151,63f5aa22b3ad4225bf3754751f2617ed,1,FINISHED,./mlruns/1/63f5aa22b3ad4225bf3754751f2617ed/artifacts,2022-04-05 11:39:50.443000+00:00,2022-04-05 11:40:27.799000+00:00,0.30294597,0.5966026186943054,0.16024116,0.119124964,0.55040526,0.1606225073337555,0.27673167,0.5260529,,True,0.9,0.01,1e-07,1.2589254117941661e-08,0.0,None,l2,None,None,None,False,Adam,False,0.01,57.0,1.0,None,1.0,10.0,None,0.0,relu,19.0,1.0,0.0,0.999,"[{""run_id"": ""63f5aa22b3ad4225bf3754751f2617ed"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:40:13.934065"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""9bdb66f62d544cfea7f543e576b1ae5d""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
152,152,6df9884cc8d441cf8dbe74763b016f3a,1,FINISHED,./mlruns/1/6df9884cc8d441cf8dbe74763b016f3a/artifacts,2022-04-05 11:39:19.236000+00:00,2022-04-05 11:39:46.448000+00:00,0.28303543,0.7671250700950623,0.18123016,0.17829546,0.53201073,0.2069910019636154,0.26490316,0.5146874,,True,0.9,0.1,1e-07,3.162277660168379e-06,0.0,None,l1,None,None,None,False,Adam,False,0.1,50.0,1.0,None,1.0,10.0,None,0.0,tanh,6.0,1.0,0.0,0.999,"[{""run_id"": ""6df9884cc8d441cf8dbe74763b016f3a"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:39:38.935677"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""37f8442b245245f1ab59897a3b195130""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
153,153,864ffce4c9614c5badac7ee69d82761b,1,FINISHED,./mlruns/1/864ffce4c9614c5badac7ee69d82761b/artifacts,2022-04-05 11:39:16.079000+00:00,2022-04-05 11:39:49.905000+00:00,0.30839595,0.5408569574356079,0.16608846,0.16551945,0.5553341,0.170780524611473,0.33627048,0.57988834,,True,0.9,0.01,1e-07,3.981071705534969e-07,0.0,None,l1,None,None,None,False,Adam,False,0.01,115.0,1.0,None,1.0,10.0,None,0.0,sigmoid,17.0,1.0,0.0,0.999,"[{""run_id"": ""864ffce4c9614c5badac7ee69d82761b"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:39:43.231183"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""a61fc69c81df4709b7b4aca30647e3c0""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
154,154,bb067dca8b04425395651d12c2b13f9c,1,FINISHED,./mlruns/1/bb067dca8b04425395651d12c2b13f9c/artifacts,2022-04-05 11:38:44.988000+00:00,2022-04-05 11:39:11.803000+00:00,0.3342529,0.5157926678657532,0.16397071,0.16627325,0.5781461,0.1658601909875869,0.31400385,0.5603605,,True,0.9,0.1,1e-07,3.981071705534969e-09,0.0,None,l2,None,None,None,False,Adam,False,0.1,77.0,1.0,None,1.0,10.0,None,0.0,softmax,5.0,1.0,0.0,0.999,"[{""run_id"": ""bb067dca8b04425395651d12c2b13f9c"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:39:04.464923"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""1bf9a6950b554d9588c7be5663554a9d""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
155,155,f839bec249a748cbb51a88b4ae97d7ac,1,FINISHED,./mlruns/1/f839bec249a748cbb51a88b4ae97d7ac/artifacts,2022-04-05 11:38:40.967000+00:00,2022-04-05 11:39:15.064000+00:00,0.40840062,0.5451927185058594,0.20316081,0.16549392,0.6390623,0.1792306900024414,0.33540204,0.57913905,,True,0.9,0.0001,1e-07,5.011872336272714e-08,0.0,None,l1,None,None,None,False,Adam,False,0.0001,68.0,1.0,None,1.0,10.0,None,0.0,sigmoid,17.0,1.0,0.0,0.999,"[{""run_id"": ""f839bec249a748cbb51a88b4ae97d7ac"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:39:06.388788"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""b88c26ec64684de7beb7c0ded51be755""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
156,156,4aee1a352958493692371bcd6888aca1,1,FINISHED,./mlruns/1/4aee1a352958493692371bcd6888aca1/artifacts,2022-04-05 11:38:28.789000+00:00,2022-04-05 11:38:40.411000+00:00,0.22928658,0.574525773525238,0.11093135,0.11346549,0.47883877,0.1577440798282623,0.19578178,0.44247234,,True,0.9,0.1,1e-07,5.011872336272714e-07,0.0,None,l2,None,None,None,False,Adam,False,0.1,94.0,1.0,None,1.0,10.0,None,0.0,sigmoid,1.0,1.0,0.0,0.999,"[{""run_id"": ""4aee1a352958493692371bcd6888aca1"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:38:35.358631"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""bbae074d37854d888d5468d8dc662875""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
157,157,eac7633d90be41efaf43f6bf301545d3,1,FINISHED,./mlruns/1/eac7633d90be41efaf43f6bf301545d3/artifacts,2022-04-05 11:38:05.699000+00:00,2022-04-05 11:38:36.779000+00:00,0.3262904,26.58966445922852,0.16462027,0.1661775,0.5712184,0.1658086031675338,0.31499508,0.56124425,,True,0.9,0.1,1e-07,0.0316227766016837,0.0,None,l1,None,None,None,False,Adam,False,0.1,49.0,1.0,None,1.0,10.0,None,0.0,softmax,13.0,1.0,0.0,0.999,"[{""run_id"": ""eac7633d90be41efaf43f6bf301545d3"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:38:27.415985"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""9e69468406724d998a754b38b3507d0d""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
158,158,5413bc9bdae5454da6d1d3f94148a7ca,1,FINISHED,./mlruns/1/5413bc9bdae5454da6d1d3f94148a7ca/artifacts,2022-04-05 11:37:54.650000+00:00,2022-04-05 11:38:24.427000+00:00,0.34749073,15.541778564453123,0.16471615,0.1671667,0.58948344,0.1793261915445327,0.35508603,0.59589094,,True,0.9,0.001,1e-07,0.0031622776601683,0.0,None,l1,None,None,None,False,Adam,False,0.001,81.0,1.0,None,1.0,10.0,None,0.0,relu,14.0,1.0,0.0,0.999,"[{""run_id"": ""5413bc9bdae5454da6d1d3f94148a7ca"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:38:13.650574"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""9ee4c5037cbe454a9c8ee48c308e5c8e""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
159,159,abaa2ba925b84c16a8ab6238f7b0a943,1,FINISHED,./mlruns/1/abaa2ba925b84c16a8ab6238f7b0a943/artifacts,2022-04-05 11:37:34.484000+00:00,2022-04-05 11:38:00.941000+00:00,0.4917364,0.6857723593711853,0.24192995,0.23936677,0.70123917,0.2428728193044662,0.48900732,0.6992906,,True,0.9,0.0001,1e-07,1e-06,0.0,None,l1,None,None,None,False,Adam,False,0.0001,84.0,1.0,None,1.0,10.0,None,0.0,softmax,9.0,1.0,0.0,0.999,"[{""run_id"": ""abaa2ba925b84c16a8ab6238f7b0a943"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:37:52.350537"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""d7c6bade7e7044b1bfcb6a4b43933a82""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
160,160,867290ccb8014051a96de456611d0426,1,FINISHED,./mlruns/1/867290ccb8014051a96de456611d0426/artifacts,2022-04-05 11:37:11.407000+00:00,2022-04-05 11:37:50.354000+00:00,0.31943494,0.7711228728294373,0.16391437,0.1673775,0.5651858,0.1672401279211044,0.3052113,0.5524593,,True,0.9,0.1,1e-07,3.162277660168379e-09,0.0,None,l2,None,None,None,False,Adam,False,0.1,18.0,1.0,None,1.0,10.0,None,0.0,relu,20.0,1.0,0.0,0.999,"[{""run_id"": ""867290ccb8014051a96de456611d0426"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:37:36.732309"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""8369cc6b5af14f429ff2b5aa6f818ea2""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
161,161,f88d456e0ff84dd39d593d790340ea48,1,FINISHED,./mlruns/1/f88d456e0ff84dd39d593d790340ea48/artifacts,2022-04-05 11:37:03.170000+00:00,2022-04-05 11:37:30.209000+00:00,0.3228902,0.9359023571014404,0.16440806,0.16582806,0.56823426,0.1663657873868942,0.3424306,0.5851757,,True,0.9,0.1,1e-07,7.943282347242806e-08,0.0,None,l1,None,None,None,False,Adam,False,0.1,15.0,1.0,None,1.0,10.0,None,0.0,relu,11.0,1.0,0.0,0.999,"[{""run_id"": ""f88d456e0ff84dd39d593d790340ea48"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:37:19.891321"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""f120afc8995c41c4a79a70da88d89d49""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
162,162,87574eadabe44009aae2d5281d30128f,1,FINISHED,./mlruns/1/87574eadabe44009aae2d5281d30128f/artifacts,2022-04-05 11:36:52.183000+00:00,2022-04-05 11:37:06.665000+00:00,0.47048858,3.0391969680786133,0.22301285,0.21859184,0.6859217,0.2325067073106765,0.46496284,0.68188184,,True,0.9,0.001,1e-07,0.0031622776601683,0.0,None,l1,None,None,None,False,Adam,False,0.001,113.0,1.0,None,1.0,10.0,None,0.0,softmax,1.0,1.0,0.0,0.999,"[{""run_id"": ""87574eadabe44009aae2d5281d30128f"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:37:00.304027"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""ca23ef72d60443c5845d654c34c0fd9f""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
163,163,ace148897d5a462aa87a2e08743c0e0d,1,FINISHED,./mlruns/1/ace148897d5a462aa87a2e08743c0e0d/artifacts,2022-04-05 11:36:29.017000+00:00,2022-04-05 11:36:58.483000+00:00,0.4915284,1.5758428573608398,0.24175121,0.24194483,0.7010909,0.2454009056091308,0.49174377,0.7012445,,True,0.9,0.0001,1e-07,7.943282347242806e-05,0.0,None,l1,None,None,None,False,Adam,False,0.0001,109.0,1.0,None,1.0,10.0,None,0.0,softmax,11.0,1.0,0.0,0.999,"[{""run_id"": ""ace148897d5a462aa87a2e08743c0e0d"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:36:49.820066"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""e0de77b94ca841089c08b0f35e95f13c""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
164,164,d97296854ada49efbcd7dbe603da524c,1,FINISHED,./mlruns/1/d97296854ada49efbcd7dbe603da524c/artifacts,2022-04-05 11:36:16.989000+00:00,2022-04-05 11:36:47.726000+00:00,0.32834023,0.5265949368476868,0.1646105,0.16568932,0.5730098,0.1700735688209533,0.3215565,0.5670595,,True,0.9,0.01,1e-07,1.2589254117941663e-09,0.0,None,l1,None,None,None,False,Adam,False,0.01,30.0,1.0,None,1.0,10.0,None,0.0,tanh,17.0,1.0,0.0,0.999,"[{""run_id"": ""d97296854ada49efbcd7dbe603da524c"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:36:36.765018"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""97fce406cd56430587526d4eaa9005a0""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
165,165,ee054720258940ef8ad58f83b897202c,1,FINISHED,./mlruns/1/ee054720258940ef8ad58f83b897202c/artifacts,2022-04-05 11:35:55.701000+00:00,2022-04-05 11:36:24.803000+00:00,0.3123701,0.544402003288269,0.1578143,0.15605165,0.5589008,0.1805262267589569,0.3205516,0.5661728,,True,0.9,0.0001,1e-07,7.943282347242805e-07,0.0,None,l2,None,None,None,False,Adam,False,0.0001,104.0,1.0,None,1.0,10.0,None,0.0,relu,11.0,1.0,0.0,0.999,"[{""run_id"": ""ee054720258940ef8ad58f83b897202c"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:36:16.046404"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""96db3585dff042f4a9eaa8691035acaa""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
166,166,518bf896f7064b53a4a77290a35ce4e4,1,FINISHED,./mlruns/1/518bf896f7064b53a4a77290a35ce4e4/artifacts,2022-04-05 11:35:52.836000+00:00,2022-04-05 11:36:12.672000+00:00,0.23092082,0.5087453126907349,0.13544698,0.11903049,0.4805422,0.1624544709920883,0.19871959,0.44577977,,True,0.9,0.01,1e-07,2.511886431509577e-08,0.0,None,l2,None,None,None,False,Adam,False,0.01,83.0,1.0,None,1.0,10.0,None,0.0,sigmoid,5.0,1.0,0.0,0.999,"[{""run_id"": ""518bf896f7064b53a4a77290a35ce4e4"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:36:04.228980"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""ad06c66f31574913a9e299b66e3482b0""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
167,167,a0e82e333b9f4ce0ac6ab7b0d4d74541,1,FINISHED,./mlruns/1/a0e82e333b9f4ce0ac6ab7b0d4d74541/artifacts,2022-04-05 11:35:24.536000+00:00,2022-04-05 11:35:48.456000+00:00,0.3388672,3.996988296508789,0.16466369,0.16858523,0.582123,0.1664799153804779,0.3635219,0.6029278,,True,0.9,0.01,1e-07,0.0079432823472428,0.0,None,l1,None,None,None,False,Adam,False,0.01,110.0,1.0,None,1.0,10.0,None,0.0,relu,4.0,1.0,0.0,0.999,"[{""run_id"": ""a0e82e333b9f4ce0ac6ab7b0d4d74541"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:35:41.328252"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""5a03c8f427b1445db7839e1dd1e9e7f4""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
168,168,3460a8610b634980823756b04370d18a,1,FINISHED,./mlruns/1/3460a8610b634980823756b04370d18a/artifacts,2022-04-05 11:35:22.684000+00:00,2022-04-05 11:35:50.967000+00:00,0.33960724,0.6703056693077087,0.16417593,0.1662732,0.5827583,0.1716521978378296,0.34772792,0.5896846,,True,0.9,0.01,1e-07,0.0125892541179416,0.0,None,l2,None,None,None,False,Adam,False,0.01,11.0,1.0,None,1.0,10.0,None,0.0,softmax,8.0,1.0,0.0,0.999,"[{""run_id"": ""3460a8610b634980823756b04370d18a"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:35:42.233856"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""66aff5da54bd44e9977171ac1ede9c9a""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
169,169,9e4bb1a3513446e395aa9953264a24ae,1,FINISHED,./mlruns/1/9e4bb1a3513446e395aa9953264a24ae/artifacts,2022-04-05 11:35:00.327000+00:00,2022-04-05 11:35:18.401000+00:00,0.2336112,0.6662201285362244,0.12826937,0.12375941,0.4833334,0.1279690116643905,0.24631765,0.496304,,True,0.9,0.01,1e-07,0.0251188643150957,0.0,None,l2,None,None,None,False,Adam,False,0.01,52.0,1.0,None,1.0,10.0,None,0.0,relu,1.0,1.0,0.0,0.999,"[{""run_id"": ""9e4bb1a3513446e395aa9953264a24ae"", ""artifact_path"": ""model"", ""utc_time_created"": ""2022-04-05 11:35:13.544527"", ""flavors"": {""keras"": {""keras_module"": ""tensorflow.keras"", ""keras_version"": ""2.8.0"", ""save_format"": ""tf"", ""data"": ""data""}, ""python_function"": {""loader_module"": ""mlflow.keras"", ""python_version"": ""3.10.0"", ""data"": ""data"", ""env"": ""conda.yaml""}}, ""model_uuid"": ""e16b07e0def04636a8e568f91a9b9afc""}]",LOCAL,C:\Program Files\spark-3.2.1-bin-hadoop3.2\python\lib\pyspark.zip\pyspark\worker.py,Gebruiker,,,,
